NUM_OF_TRIANGLES 12

// positions       // normals        // texture coords
-0.5, -0.5, -0.5,  0.0,  0.0, -1.0,  0.0,  0.0
 0.5, -0.5, -0.5,  0.0,  0.0, -1.0,  1.0,  0.0
 0.5,  0.5, -0.5,  0.0,  0.0, -1.0,  1.0,  1.0
 0.5,  0.5, -0.5,  0.0,  0.0, -1.0,  1.0,  1.0
-0.5,  0.5, -0.5,  0.0,  0.0, -1.0,  0.0,  1.0
-0.5, -0.5, -0.5,  0.0,  0.0, -1.0,  0.0,  0.0

-0.5, -0.5,  0.5,  0.0,  0.0,  1.0,  0.0,  0.0
 0.5, -0.5,  0.5,  0.0,  0.0,  1.0,  1.0,  0.0
 0.5,  0.5,  0.5,  0.0,  0.0,  1.0,  1.0,  1.0
 0.5,  0.5,  0.5,  0.0,  0.0,  1.0,  1.0,  1.0
-0.5,  0.5,  0.5,  0.0,  0.0,  1.0,  0.0,  1.0
-0.5, -0.5,  0.5,  0.0,  0.0,  1.0,  0.0,  0.0

-0.5,  0.5,  0.5, -1.0,  0.0,  0.0,  1.0,  0.0
-0.5,  0.5, -0.5, -1.0,  0.0,  0.0,  1.0,  1.0
-0.5, -0.5, -0.5, -1.0,  0.0,  0.0,  0.0,  1.0
-0.5, -0.5, -0.5, -1.0,  0.0,  0.0,  0.0,  1.0
-0.5, -0.5,  0.5, -1.0,  0.0,  0.0,  0.0,  0.0
-0.5,  0.5,  0.5, -1.0,  0.0,  0.0,  1.0,  0.0

 0.5,  0.5,  0.5,  1.0,  0.0,  0.0,  1.0,  0.0
 0.5,  0.5, -0.5,  1.0,  0.0,  0.0,  1.0,  1.0
 0.5, -0.5, -0.5,  1.0,  0.0,  0.0,  0.0,  1.0
 0.5, -0.5, -0.5,  1.0,  0.0,  0.0,  0.0,  1.0
 0.5, -0.5,  0.5,  1.0,  0.0,  0.0,  0.0,  0.0
 0.5,  0.5,  0.5,  1.0,  0.0,  0.0,  1.0,  0.0

-0.5, -0.5, -0.5,  0.0, -1.0,  0.0,  0.0,  1.0
 0.5, -0.5, -0.5,  0.0, -1.0,  0.0,  1.0,  1.0
 0.5, -0.5,  0.5,  0.0, -1.0,  0.0,  1.0,  0.0
 0.5, -0.5,  0.5,  0.0, -1.0,  0.0,  1.0,  0.0
-0.5, -0.5,  0.5,  0.0, -1.0,  0.0,  0.0,  0.0
-0.5, -0.5, -0.5,  0.0, -1.0,  0.0,  0.0,  1.0

-0.5,  0.5, -0.5,  0.0,  1.0,  0.0,  0.0,  1.0
 0.5,  0.5, -0.5,  0.0,  1.0,  0.0,  1.0,  1.0
 0.5,  0.5,  0.5,  0.0,  1.0,  0.0,  1.0,  0.0
 0.5,  0.5,  0.5,  0.0,  1.0,  0.0,  1.0,  0.0
-0.5,  0.5,  0.5,  0.0,  1.0,  0.0,  0.0,  0.0
-0.5,  0.5, -0.5,  0.0,  1.0,  0.0,  0.0,  1.0

// 36 lines (vertices)
// 12 triangles
